STATUS,A-SIDE LOCODE,A-LOC:CAB:RU,A-SIDE-DNS-NAME,A-MODEL,A-PORT,"A-BREAKOUT
LOC:CAB:RU","A-BREAKOUT
SLOT:PORT",A-OPTIC,"A-PATCH-PANEL
LOC:CAB:RU:PORT",Z-SIDE LOCODE,Z-LOC:CAB:RU,Z-SIDE-DNS-NAME,Z-MODEL,Z-PORT,"Z-BREAKOUT
LOC:CAB:RU","Z-BREAKOUT
SLOT:PORT","Z-PATCH-PANEL
LOC:CAB:RU:PORT",Z-OPTIC,CABLE,IPv4-VRF-DEFAULT-10,IPv6-VRF-DEFAULT-10,IPv4-VRF-MGMT-20,IPv6-VRF-MGMT-20,IPv4-VRF-IPMI-30,IPv6-VRF-IPMI-30,IPv4-VRF-IPMI-31,IPv6-VRF-IPMI-31,IPv4-VRF-TSS-40,IPv6-VRF-TSS-40,IPv4-VRF-PUB-90,IPv6-VRF-PUB-90,IPv4-TNT-MSFT-101,IPv6-TNT-MSFT-101
C160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB-FIREWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:001:10,oob-fw-01-r001-us-west-02b,PA-1420,eth1/21,,,SFP-BASE-10G-LR,,US-PHX01,,OOB DIA,,,,,,SFP-BASE-10G-LR,LC-TO-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C160 :: ROW-06 :: H100's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp1,c160:081:41,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:082:26,c160-r082-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp1,c160:081:41,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:082:12,c160-r082-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp1,c160:081:41,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:083:26,c160-r083-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp1,c160:081:41,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:083:12,c160-r083-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp2,c160:081:41,1:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:084:26,c160-r084-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp2,c160:081:41,1:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:084:12,c160-r084-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp2,c160:081:41,1:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:085:26,c160-r085-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp2,c160:081:41,1:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:085:12,c160-r085-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp3,c160:081:41,2:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:086:26,c160-r086-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp3,c160:081:41,2:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:086:12,c160-r086-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp3,c160:081:41,2:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:087:26,c160-r087-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp3,c160:081:41,2:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:087:12,c160-r087-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp4,c160:081:41,2:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:088:26,c160-r088-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp4,c160:081:41,2:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:088:12,c160-r088-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp4,c160:081:41,2:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:089:26,c160-r089-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:42,t0-gg1-b1-01-r081-us-west-02b,SN4700,swp4,c160:081:41,2:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:089:12,c160-r089-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp1,c160:081:39,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:082:26,c160-r082-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp1,c160:081:39,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:082:12,c160-r082-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp1,c160:081:39,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:083:26,c160-r083-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp1,c160:081:39,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:083:12,c160-r083-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp2,c160:081:39,1:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:084:26,c160-r084-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp2,c160:081:39,1:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:084:12,c160-r084-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp2,c160:081:39,1:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:085:26,c160-r085-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp2,c160:081:39,1:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:085:12,c160-r085-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp3,c160:081:39,2:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:086:26,c160-r086-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp3,c160:081:39,2:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:086:12,c160-r086-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp3,c160:081:39,2:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:087:26,c160-r087-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp3,c160:081:39,2:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:087:12,c160-r087-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp4,c160:081:39,2:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:088:26,c160-r088-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp4,c160:081:39,2:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:088:12,c160-r088-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp4,c160:081:39,2:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:089:26,c160-r089-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:40,t0-gg1-b1-02-r081-us-west-02b,SN4700,swp4,c160:081:39,2:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:089:12,c160-r089-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:082:26,c160-r082-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:082:12,c160-r082-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:083:26,c160-r083-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:083:12,c160-r083-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:084:26,c160-r084-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:084:12,c160-r084-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp7,,,,,US-PHX01,c160:085:26,c160-r085-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp8,,,,,US-PHX01,c160:085:12,c160-r085-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp9,,,,,US-PHX01,c160:086:26,c160-r086-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp10,,,,,US-PHX01,c160:086:12,c160-r086-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp11,,,,,US-PHX01,c160:087:26,c160-r087-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp12,,,,,US-PHX01,c160:087:12,c160-r087-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp13,,,,,US-PHX01,c160:088:26,c160-r088-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp14,,,,,US-PHX01,c160:088:12,c160-r088-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp15,,,,,US-PHX01,c160:089:26,c160-r089-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:18,ipmi-gg1-b1-r081-us-west-02b,SN2201,swp16,,,,,US-PHX01,c160:089:12,c160-r089-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:082:26,c160-r082-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:082:12,c160-r082-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:083:26,c160-r083-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:083:12,c160-r083-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:084:26,c160-r084-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:084:12,c160-r084-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp7,,,,,US-PHX01,c160:085:26,c160-r085-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp8,,,,,US-PHX01,c160:085:12,c160-r085-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp9,,,,,US-PHX01,c160:086:26,c160-r086-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp10,,,,,US-PHX01,c160:086:12,c160-r086-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp11,,,,,US-PHX01,c160:087:26,c160-r087-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp12,,,,,US-PHX01,c160:087:12,c160-r087-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp13,,,,,US-PHX01,c160:088:26,c160-r088-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp14,,,,,US-PHX01,c160:088:12,c160-r088-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp15,,,,,US-PHX01,c160:089:26,c160-r089-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:081:16,dpu-gg1-b1-r081-us-west-02b,SN2201,swp16,,,,,US-PHX01,c160:089:12,c160-r089-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C160 :: ROW-07 :: H100's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp1,c160:097:41,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:098:26,c160-r098-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp1,c160:097:41,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:098:12,c160-r098-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp1,c160:097:41,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:099:26,c160-r099-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp1,c160:097:41,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:099:12,c160-r099-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp2,c160:097:41,1:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:100:26,c160-r100-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp2,c160:097:41,1:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:100:12,c160-r100-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp2,c160:097:41,1:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:101:26,c160-r101-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp2,c160:097:41,1:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:101:12,c160-r101-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp3,c160:097:41,2:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:102:26,c160-r102-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp3,c160:097:41,2:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:102:12,c160-r102-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp3,c160:097:41,2:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:103:26,c160-r103-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp3,c160:097:41,2:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:103:12,c160-r103-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp4,c160:097:41,2:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:104:26,c160-r104-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp4,c160:097:41,2:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:104:12,c160-r104-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp4,c160:097:41,2:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:105:26,c160-r105-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:42,t0-gg1-b2-01-r097-us-west-02b,SN4700,swp4,c160:097:41,2:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:105:12,c160-r105-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:40,t0-gg1-b2-02-r097-us-west-02b,SN4700,swp1,c160:097:39,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:098:26,c160-r098-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:40,t0-gg1-b2-02-r097-us-west-02b,SN4700,swp1,c160:097:39,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:098:12,c160-r098-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:40,t0-gg1-b2-02-r097-us-west-02b,SN4700,swp1,c160:097:39,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:099:26,c160-r099-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:097:40,t0-gg1-b2-02-r097-us-west-02b,SN4700,swp1,c160:097:39,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:099:12,c160-r099-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
